,T2M,ALLSKY_SFC_SW_DWN,PRECTOTCORR
2020-03-24,13.2,1.32,34.3
2020-03-25,12.35,3.81,0.34
2020-03-26,16.33,6.37,0.0
2020-03-27,21.04,4.67,0.19
2020-03-28,21.25,3.59,0.74
2020-03-29,17.22,6.52,14.5
2020-03-30,12.95,3.06,0.6
2020-03-31,8.15,2.09,18.65
2020-04-01,7.49,6.08,0.01
2020-04-02,10.13,6.94,0.0
2020-04-03,13.33,6.28,0.0
2020-04-04,16.07,6.12,0.02
2020-04-05,16.17,6.81,0.0
2020-04-06,18.39,6.04,0.08
2020-04-07,19.35,3.77,0.38
2020-04-08,20.68,3.97,4.33
2020-04-09,13.41,7.06,6.63
2020-04-10,6.63,7.83,0.0
2020-04-11,10.58,6.81,2.16
2020-04-12,15.47,0.66,63.48
2020-04-13,10.6,3.04,8.52
2020-04-14,5.43,6.18,0.1
2020-04-15,6.5,8.03,0.01
2020-04-16,8.91,7.75,0.0
2020-04-17,13.75,7.09,3.3
2020-04-18,8.36,6.31,5.33
2020-04-19,12.27,3.07,11.52
2020-04-20,13.62,7.71,0.97
2020-04-21,14.19,7.57,2.93
2020-04-22,13.29,4.58,4.99
2020-04-23,15.48,2.43,18.21
2020-04-24,15.62,5.2,1.39
2020-04-25,14.45,2.58,11.96
2020-04-26,9.09,1.21,3.6
2020-04-27,12.07,7.78,0.66
2020-04-28,16.27,5.98,0.43
2020-04-29,15.95,2.81,11.1
2020-04-30,12.62,5.42,0.11
2020-05-01,15.27,8.16,0.0
2020-05-02,18.93,7.69,0.0
2020-05-03,20.55,6.59,8.88
2020-05-04,19.33,4.68,11.01
2020-05-05,18.98,3.95,5.15
2020-05-06,10.29,3.65,0.89
2020-05-07,12.31,7.56,0.06
2020-05-08,10.99,2.03,8.34
2020-05-09,9.32,8.67,0.0
2020-05-10,12.21,8.11,0.16
2020-05-11,10.04,8.4,0.0
2020-05-12,11.28,3.91,1.89
2020-05-13,15.2,3.75,1.68
2020-05-14,20.04,6.98,0.33
2020-05-15,21.63,5.9,0.08
2020-05-16,22.13,7.28,0.67
2020-05-17,21.79,3.05,6.79
2020-05-18,20.3,3.7,12.36
2020-05-19,16.16,3.71,2.08
2020-05-20,16.29,4.45,6.6
2020-05-21,17.77,5.19,3.36
2020-05-22,20.01,3.44,11.88
2020-05-23,23.04,5.85,0.9
2020-05-24,23.5,7.19,0.6
2020-05-25,23.34,6.8,5.26
2020-05-26,21.81,4.89,0.92
2020-05-27,20.57,2.4,23.91
2020-05-28,21.73,6.13,12.99
2020-05-29,21.78,6.79,0.25
2020-05-30,20.0,8.26,0.01
2020-05-31,18.28,8.46,0.0
2020-06-01,19.77,8.53,0.0
2020-06-02,23.68,7.68,0.03
2020-06-03,24.0,5.79,1.16
2020-06-04,23.74,6.21,16.54
2020-06-05,24.7,7.11,3.97
2020-06-06,25.8,7.17,0.14
2020-06-07,25.69,8.28,0.0
2020-06-08,24.81,4.16,1.06
2020-06-09,25.75,4.57,3.38
2020-06-10,24.75,7.59,1.88
2020-06-11,20.69,8.78,0.02
2020-06-12,21.25,8.2,0.0
2020-06-13,22.17,8.24,0.01
2020-06-14,21.17,6.5,1.07
2020-06-15,19.55,7.98,0.07
2020-06-16,20.22,6.43,0.01
2020-06-17,20.62,5.67,0.02
2020-06-18,22.56,5.98,0.18
2020-06-19,23.65,6.54,0.96
2020-06-20,25.11,7.25,0.44
2020-06-21,22.66,4.42,13.56
2020-06-22,23.86,6.07,6.01
2020-06-23,23.9,6.25,9.33
2020-06-24,22.71,4.91,11.69
2020-06-25,24.08,6.91,0.44
2020-06-26,23.88,3.93,0.69
2020-06-27,23.97,4.37,3.78
2020-06-28,25.11,5.81,14.25
2020-06-29,25.59,4.1,12.94
2020-06-30,24.24,3.07,10.15
2020-07-01,24.13,3.7,9.76
2020-07-02,25.8,6.96,0.42
2020-07-03,26.16,8.03,0.01
2020-07-04,26.64,7.52,0.74
2020-07-05,25.74,5.82,4.8
2020-07-06,24.92,5.6,1.62
2020-07-07,26.82,6.72,1.1
2020-07-08,27.66,6.74,1.68
2020-07-09,27.47,7.41,1.57
2020-07-10,26.32,7.78,1.92
2020-07-11,26.0,8.21,3.57
2020-07-12,24.37,4.22,20.4
2020-07-13,24.82,7.86,0.08
2020-07-14,26.17,8.03,0.0
2020-07-15,25.98,7.93,0.03
2020-07-16,27.21,7.43,0.23
2020-07-17,28.24,7.41,0.29
2020-07-18,28.87,6.74,0.47
2020-07-19,28.73,6.77,0.4
2020-07-20,28.61,7.13,3.4
2020-07-21,27.86,5.92,8.6
2020-07-22,26.44,5.53,3.93
2020-07-23,26.16,5.66,12.76
2020-07-24,26.5,6.67,6.78
2020-07-25,26.88,6.77,2.47
2020-07-26,27.04,7.41,3.1
2020-07-27,27.36,5.97,3.56
2020-07-28,27.18,5.53,6.44
2020-07-29,27.23,5.87,2.62
2020-07-30,26.5,4.66,15.05
2020-07-31,26.24,5.61,24.09
2020-08-01,24.65,4.14,3.33
2020-08-02,23.09,6.66,0.83
2020-08-03,24.36,7.28,0.87
2020-08-04,23.36,5.99,0.47
2020-08-05,23.89,6.52,0.25
2020-08-06,24.49,6.36,0.84
2020-08-07,24.22,7.25,0.04
2020-08-08,25.59,7.13,0.21
2020-08-09,26.63,5.8,3.46
2020-08-10,27.76,6.02,7.58
2020-08-11,26.75,5.36,0.43
2020-08-12,25.71,4.78,7.62
2020-08-13,26.84,6.33,10.51
2020-08-14,26.12,4.18,9.41
2020-08-15,25.43,5.77,1.94
2020-08-16,25.31,5.09,3.08
2020-08-17,24.85,7.52,0.13
2020-08-18,25.13,6.49,1.87
2020-08-19,23.47,5.04,2.14
2020-08-20,22.98,5.83,1.04
2020-08-21,21.9,2.79,21.88
2020-08-22,22.71,5.32,1.74
2020-08-23,24.65,5.7,1.59
2020-08-24,25.75,5.69,3.24
2020-08-25,26.07,4.53,3.24
2020-08-26,25.71,3.89,2.64
2020-08-27,25.89,3.65,2.35
2020-08-28,25.28,2.89,24.77
2020-08-29,25.81,5.68,16.11
2020-08-30,24.57,4.51,17.17
2020-08-31,24.7,3.3,8.19
2020-09-01,25.58,3.66,8.08
2020-09-02,26.08,4.71,6.47
2020-09-03,25.34,4.63,2.17
2020-09-04,22.88,4.94,1.99
2020-09-05,20.5,6.7,0.0
2020-09-06,21.44,6.76,0.0
2020-09-07,22.55,6.53,0.0
2020-09-08,23.16,6.45,0.0
2020-09-09,23.59,5.97,0.0
2020-09-10,24.62,5.5,0.01
2020-09-11,25.62,5.55,0.33
2020-09-12,25.32,4.1,7.75
2020-09-13,23.15,1.67,45.06
2020-09-14,22.56,4.41,0.44
2020-09-15,22.24,4.13,0.42
2020-09-16,22.71,3.11,0.15
2020-09-17,22.37,4.91,0.02
2020-09-18,17.9,4.38,0.0
2020-09-19,16.61,3.74,0.0
2020-09-20,17.56,5.43,0.3
2020-09-21,16.57,5.89,0.0
2020-09-22,15.21,4.89,0.0
2020-09-23,15.78,2.15,3.92
2020-09-24,16.26,1.21,9.81
2020-09-25,20.05,2.47,0.73
2020-09-26,19.97,3.26,0.1
2020-09-27,19.94,4.48,0.55
2020-09-28,17.69,1.79,9.95
2020-09-29,13.28,4.09,0.21
2020-09-30,15.62,5.75,0.0
2020-10-01,15.2,5.69,0.0
2020-10-02,11.7,5.36,0.0
2020-10-03,13.36,5.66,0.0
2020-10-04,14.48,4.51,0.0
2020-10-05,12.99,5.17,0.0
2020-10-06,16.06,5.47,0.0
2020-10-07,18.02,5.3,0.0
2020-10-08,19.74,3.46,0.32
2020-10-09,18.78,1.43,2.78
2020-10-10,19.73,0.93,28.01
2020-10-11,21.04,2.23,9.93
2020-10-12,20.65,3.72,1.7
2020-10-13,14.34,5.12,0.0
2020-10-14,16.09,5.25,0.0
2020-10-15,16.54,4.55,1.68
2020-10-16,10.26,5.32,0.68
2020-10-17,10.37,5.19,0.0
2020-10-18,13.21,3.59,1.98
2020-10-19,18.76,3.35,1.12
2020-10-20,19.16,3.53,0.08
2020-10-21,20.12,4.12,0.0
2020-10-22,20.74,4.28,0.16
2020-10-23,20.62,3.48,12.11
2020-10-24,11.88,1.06,11.73
2020-10-25,14.32,2.1,0.4
2020-10-26,13.25,1.27,1.25
2020-10-27,16.28,2.01,1.83
2020-10-28,17.71,0.82,56.94
2020-10-29,16.88,2.96,6.02
2020-10-30,8.16,2.64,0.28
2020-10-31,10.38,4.31,0.0
2020-11-01,9.69,4.42,0.0
2020-11-02,4.12,4.57,0.0
2020-11-03,7.98,4.22,0.0
2020-11-04,10.99,4.06,0.0
2020-11-05,11.45,2.98,0.0
2020-11-06,12.84,4.06,0.0
2020-11-07,15.54,3.13,0.0
2020-11-08,18.1,3.69,0.0
2020-11-09,18.44,3.42,0.03
2020-11-10,19.75,1.79,1.31
2020-11-11,15.9,1.03,13.38
2020-11-12,9.96,3.11,0.04
2020-11-13,9.78,3.85,0.0
2020-11-14,11.8,3.1,0.06
2020-11-15,12.12,3.46,4.92
2020-11-16,6.95,3.9,0.0
2020-11-17,5.51,3.92,0.0
2020-11-18,4.95,3.82,0.0
2020-11-19,8.17,3.83,0.0
2020-11-20,10.69,3.54,0.0
2020-11-21,13.2,3.3,0.2
2020-11-22,11.32,1.42,3.64
2020-11-23,5.11,3.52,0.05
2020-11-24,7.55,3.17,0.0
2020-11-25,13.18,0.67,5.83
2020-11-26,8.74,3.23,0.0
2020-11-27,10.07,2.77,0.26
2020-11-28,7.04,2.94,0.98
2020-11-29,6.42,0.7,15.3
2020-11-30,0.8,0.5,7.61
2020-12-01,-1.89,3.14,0.08
2020-12-02,0.24,3.48,0.09
2020-12-03,4.34,2.18,5.13
2020-12-04,4.94,0.57,20.55
2020-12-05,5.13,3.17,0.04
2020-12-06,6.05,2.98,0.06
2020-12-07,0.66,1.46,0.02
2020-12-08,0.7,1.99,0.0
2020-12-09,5.37,3.09,0.0
2020-12-10,8.74,3.05,0.0
2020-12-11,10.14,2.24,0.29
2020-12-12,11.58,1.3,7.45
2020-12-13,5.77,2.99,10.26
2020-12-14,-0.21,0.6,19.82
2020-12-15,0.29,1.85,0.08
2020-12-16,2.48,0.52,6.97
2020-12-17,-1.43,2.6,0.52
2020-12-18,0.39,2.97,0.0
2020-12-19,3.22,1.98,3.3
2020-12-20,5.28,0.77,3.08
2020-12-21,5.53,2.65,0.09
2020-12-22,4.3,3.28,0.0
2020-12-23,7.54,1.69,9.57
2020-12-24,0.73,1.4,16.79
2020-12-25,-6.34,2.57,0.02
2020-12-26,-1.0,3.24,0.0
2020-12-27,4.21,3.08,0.02
2020-12-28,5.46,1.67,0.24
2020-12-29,2.88,2.78,0.19
2020-12-30,9.97,2.37,9.56
2020-12-31,4.9,0.71,7.8
2021-01-01,13.63,2.63,13.64
2021-01-02,6.83,2.38,0.51
2021-01-03,4.07,2.98,0.27
2021-01-04,5.66,2.88,0.01
2021-01-05,3.45,3.0,0.01
2021-01-06,0.37,2.93,0.09
2021-01-07,0.9,0.68,2.55
2021-01-08,0.35,0.79,0.79
2021-01-09,-1.3,0.78,0.12
2021-01-10,-1.65,2.82,0.0
2021-01-11,-0.66,0.94,1.13
2021-01-12,-1.25,2.71,0.03
2021-01-13,0.29,3.62,0.0
2021-01-14,4.37,3.36,0.76
2021-01-15,3.59,2.86,0.65
2021-01-16,1.24,1.35,0.58
2021-01-17,2.31,2.68,0.06
2021-01-18,2.61,3.56,0.01
2021-01-19,6.18,1.83,0.15
2021-01-20,2.8,3.56,0.93
2021-01-21,4.89,0.68,8.38
2021-01-22,2.69,2.87,0.36
2021-01-23,0.31,3.81,0.14
2021-01-24,5.59,1.03,2.95
2021-01-25,13.81,0.94,30.98
2021-01-26,11.42,3.64,0.61
2021-01-27,2.54,2.14,0.71
2021-01-28,-1.78,3.98,0.06
2021-01-29,-0.64,4.07,0.0
2021-01-30,2.69,0.87,6.68
2021-01-31,7.06,1.29,2.4
2021-02-01,0.69,1.04,1.0
2021-02-02,-1.21,4.12,0.05
2021-02-03,-0.07,4.42,0.26
2021-02-04,3.21,1.51,7.72
2021-02-05,0.98,4.4,0.28
2021-02-06,2.8,1.91,4.93
2021-02-07,-0.92,1.25,3.49
2021-02-08,1.38,2.93,0.54
2021-02-09,5.35,2.38,0.93
2021-02-10,7.76,3.24,1.44
2021-02-11,0.23,0.66,10.48
2021-02-12,-1.47,0.94,0.14
2021-02-13,-1.45,0.71,0.23
2021-02-14,-2.45,1.02,0.77
2021-02-15,-2.8,0.54,10.91
2021-02-16,-9.45,1.97,2.28
2021-02-17,-5.39,1.89,5.35
2021-02-18,-2.81,0.82,1.84
2021-02-19,-6.68,3.94,1.1
2021-02-20,-3.61,5.17,1.23
2021-02-21,2.49,4.59,3.14
2021-02-22,5.23,4.76,14.31
2021-02-23,7.87,5.0,0.0
2021-02-24,11.62,5.26,0.42
2021-02-25,7.87,5.14,0.53
2021-02-26,8.76,1.61,18.68
2021-02-27,15.23,1.19,26.44
2021-02-28,18.22,1.66,30.87
2021-03-01,6.16,1.15,9.47
2021-03-02,5.14,3.86,0.05
2021-03-03,7.03,5.76,0.0
2021-03-04,8.44,5.66,0.02
2021-03-05,3.83,3.47,0.0
2021-03-06,4.14,5.81,0.0
2021-03-07,5.94,5.95,0.0
2021-03-08,8.26,5.93,0.06
2021-03-09,9.76,4.6,0.04
2021-03-10,12.55,4.86,0.01
2021-03-11,15.27,3.4,0.1
2021-03-12,14.85,2.44,5.87
2021-03-13,12.39,1.73,2.34
2021-03-14,12.69,3.81,0.57
2021-03-15,15.32,1.54,6.77
2021-03-16,16.76,3.29,1.73
2021-03-17,15.1,1.05,32.66
2021-03-18,12.36,2.35,15.41
2021-03-19,6.15,2.0,0.31
2021-03-20,8.57,6.58,0.0
2021-03-21,10.6,5.86,0.14
2021-03-22,13.33,4.87,0.05
2021-03-23,15.17,2.31,1.74
2021-03-24,16.97,5.27,1.64
2021-03-25,17.96,1.72,34.64
2021-03-26,14.69,6.71,0.11
2021-03-27,17.35,1.17,82.33
2021-03-28,11.75,4.93,33.29
2021-03-29,9.24,6.48,0.0
2021-03-30,14.65,6.3,9.47
2021-03-31,10.13,1.67,32.53
2021-04-01,2.55,7.36,0.02
2021-04-02,2.75,7.48,0.0
2021-04-03,7.23,7.13,0.02
2021-04-04,12.15,7.23,0.07
2021-04-05,14.81,7.16,0.01
2021-04-06,17.45,6.41,0.02
2021-04-07,18.35,5.12,7.18
2021-04-08,17.85,4.64,9.5
2021-04-09,18.21,6.64,1.08
2021-04-10,16.86,3.05,7.16
2021-04-11,13.48,6.85,0.0
2021-04-12,15.57,7.05,0.02
2021-04-13,16.18,3.99,0.19
2021-04-14,13.41,2.61,0.49
2021-04-15,10.51,7.33,0.02
2021-04-16,11.36,5.26,0.01
2021-04-17,12.18,4.19,0.19
2021-04-18,12.38,5.04,0.62
2021-04-19,13.63,6.89,0.15
2021-04-20,13.84,6.86,0.13
2021-04-21,5.26,5.63,1.63
2021-04-22,7.98,7.54,0.02
2021-04-23,11.04,3.48,0.92
2021-04-24,13.35,3.09,17.81
2021-04-25,13.79,6.17,0.11
2021-04-26,16.05,7.34,0.0
2021-04-27,19.87,6.95,0.0
2021-04-28,20.54,3.31,9.62
2021-04-29,18.78,1.76,10.43
2021-04-30,16.46,7.54,0.05
2021-05-01,16.29,7.99,0.0
2021-05-02,18.58,2.62,8.22
2021-05-03,21.68,4.79,20.85
2021-05-04,21.51,2.87,24.64
2021-05-05,14.87,4.18,4.41
2021-05-06,13.63,8.1,4.46
2021-05-07,12.95,8.21,0.09
2021-05-08,13.85,2.89,0.89
2021-05-09,17.04,3.14,22.82
2021-05-10,11.81,2.59,0.29
2021-05-11,13.81,5.24,0.11
2021-05-12,12.89,7.68,0.43
2021-05-13,12.83,7.79,0.08
2021-05-14,14.48,8.15,0.0
2021-05-15,16.73,7.79,0.2
2021-05-16,18.7,4.79,0.12
2021-05-17,18.58,4.81,0.01
2021-05-18,19.25,3.29,0.06
2021-05-19,20.8,5.73,0.11
2021-05-20,20.99,7.9,0.0
2021-05-21,21.42,8.13,0.0
2021-05-22,23.07,6.58,0.0
2021-05-23,24.08,7.33,0.0
2021-05-24,24.88,7.02,0.0
2021-05-25,24.12,7.06,0.29
2021-05-26,22.5,5.2,2.19
2021-05-27,23.49,6.03,1.12
2021-05-28,21.03,3.59,16.31
2021-05-29,13.04,2.63,1.16
2021-05-30,14.17,8.49,0.01
2021-05-31,17.8,8.2,0.05
2021-06-01,20.33,4.24,2.21
2021-06-02,19.96,2.43,18.41
2021-06-03,21.29,5.85,28.52
2021-06-04,23.11,7.46,0.12
2021-06-05,23.98,6.47,0.63
2021-06-06,22.47,2.77,9.55
2021-06-07,23.56,5.13,2.05
2021-06-08,23.98,4.79,8.33
2021-06-09,23.68,3.38,3.96
2021-06-10,24.18,3.75,7.37
2021-06-11,24.5,4.9,7.59
2021-06-12,26.5,6.49,1.42
2021-06-13,26.92,6.85,2.18
2021-06-14,26.26,8.24,0.66
2021-06-15,21.9,8.68,0.0
2021-06-16,22.86,8.23,0.01
2021-06-17,24.15,8.07,0.03
2021-06-18,24.66,7.7,0.03
2021-06-19,23.91,4.87,0.16
2021-06-20,25.16,7.51,0.64
2021-06-21,24.53,5.26,8.01
2021-06-22,19.94,7.98,7.67
2021-06-23,20.34,8.46,0.0
2021-06-24,24.01,7.4,0.01
2021-06-25,24.63,5.67,0.0
2021-06-26,24.5,7.24,0.02
2021-06-27,26.05,7.01,0.68
2021-06-28,27.71,7.1,0.97
2021-06-29,27.91,4.93,4.75
2021-06-30,26.16,6.95,1.81
2021-07-01,24.05,3.73,17.7
2021-07-02,23.65,6.74,2.2
2021-07-03,21.43,7.97,0.12
2021-07-04,23.63,7.26,0.0
2021-07-05,26.36,6.85,0.1
2021-07-06,26.91,7.41,0.03
2021-07-07,24.19,2.63,6.19
2021-07-08,25.61,6.19,2.74
2021-07-09,26.15,4.2,6.82
2021-07-10,25.35,6.33,5.47
2021-07-11,24.9,2.26,18.82
2021-07-12,24.13,4.82,13.53
2021-07-13,23.78,4.57,4.72
2021-07-14,25.2,6.83,1.22
2021-07-15,26.2,7.31,0.61
2021-07-16,26.11,7.1,2.95
2021-07-17,24.27,4.15,6.59
2021-07-18,24.05,3.97,12.38
2021-07-19,24.44,3.89,3.34
2021-07-20,24.91,4.81,1.08
2021-07-21,25.16,6.2,0.1
2021-07-22,24.84,6.82,0.02
2021-07-23,25.14,7.14,0.0
2021-07-24,27.22,7.08,0.0
2021-07-25,28.68,6.68,4.52
2021-07-26,26.91,4.58,3.21
2021-07-27,27.86,6.87,1.24
2021-07-28,28.5,7.56,0.0
2021-07-29,28.57,6.49,0.51
2021-07-30,27.68,5.77,1.52
2021-07-31,27.61,6.39,11.64
2021-08-01,24.08,4.38,7.64
2021-08-02,23.6,5.74,1.0
2021-08-03,23.54,6.84,0.01
2021-08-04,23.61,7.02,0.07
2021-08-05,24.97,6.93,0.01
2021-08-06,24.72,3.28,0.5
2021-08-07,25.67,5.37,5.18
2021-08-08,26.09,5.9,1.89
2021-08-09,27.33,5.95,2.62
2021-08-10,27.99,6.6,1.0
2021-08-11,28.31,6.42,0.86
2021-08-12,27.64,6.3,1.29
2021-08-13,26.79,4.0,5.24
2021-08-14,26.7,5.65,4.2
2021-08-15,25.21,3.74,16.91
2021-08-16,24.57,3.26,8.43
2021-08-17,24.6,4.4,1.05
2021-08-18,25.75,5.03,25.07
2021-08-19,25.23,3.75,8.26
2021-08-20,26.27,4.31,5.41
2021-08-21,24.88,2.14,17.76
2021-08-22,26.28,5.14,1.9
2021-08-23,27.11,6.98,0.0
2021-08-24,28.62,6.87,0.0
2021-08-25,28.67,6.66,0.82
2021-08-26,27.79,6.06,0.28
2021-08-27,27.41,6.22,0.59
2021-08-28,26.45,5.58,2.86
2021-08-29,26.54,5.21,2.3
2021-08-30,24.79,2.39,11.61
2021-08-31,23.23,2.15,55.07
2021-09-01,22.65,5.15,0.81
2021-09-02,20.7,6.94,0.03
2021-09-03,21.42,6.02,0.01
2021-09-04,21.99,6.04,0.26
2021-09-05,21.45,2.85,1.56
2021-09-06,21.29,6.3,0.09
2021-09-07,21.81,6.6,0.06
2021-09-08,21.83,5.94,0.68
2021-09-09,19.77,6.27,0.01
2021-09-10,20.73,6.29,0.0
2021-09-11,21.78,6.11,0.0
2021-09-12,23.05,5.02,0.02
2021-09-13,24.66,5.35,0.07
2021-09-14,24.94,4.86,1.22
2021-09-15,23.69,3.47,9.57
2021-09-16,23.33,4.15,0.31
2021-09-17,23.91,2.53,3.76
2021-09-18,22.37,1.52,42.8
2021-09-19,21.91,0.95,28.5
2021-09-20,21.67,2.11,20.9
2021-09-21,23.14,3.62,7.81
2021-09-22,16.41,4.06,15.14
2021-09-23,14.62,6.26,0.1
2021-09-24,16.76,6.26,0.0
2021-09-25,17.02,5.4,0.12
2021-09-26,18.17,5.79,0.0
2021-09-27,19.12,5.9,0.0
2021-09-28,21.4,5.53,0.0
2021-09-29,22.54,5.0,0.0
2021-09-30,22.65,3.81,0.29
2021-10-01,22.11,4.58,0.92
2021-10-02,21.33,2.96,7.43
2021-10-03,20.49,2.0,19.31
2021-10-04,20.94,3.83,3.41
2021-10-05,18.73,2.37,12.39
2021-10-06,21.29,2.6,39.8
2021-10-07,21.63,3.72,1.91
2021-10-08,21.45,4.79,0.12
2021-10-09,21.56,4.82,0.0
2021-10-10,21.47,4.99,0.01
2021-10-11,20.98,4.58,0.23
2021-10-12,21.61,3.64,0.35
2021-10-13,21.65,3.53,0.04
2021-10-14,21.76,4.13,0.4
2021-10-15,21.52,2.1,9.29
2021-10-16,12.94,5.24,4.12
2021-10-17,11.52,5.28,0.01
2021-10-18,13.38,5.16,0.0
2021-10-19,13.63,4.67,0.19
2021-10-20,15.72,4.11,0.26
2021-10-21,17.48,2.79,3.71
2021-10-22,12.43,3.34,0.06
2021-10-23,14.25,4.22,0.03
2021-10-24,16.64,3.9,0.27
2021-10-25,14.83,2.95,15.72
2021-10-26,10.59,4.05,0.23
2021-10-27,11.08,4.57,0.01
2021-10-28,13.5,1.33,10.72
2021-10-29,10.87,1.9,6.18
2021-10-30,11.46,1.19,9.42
2021-10-31,11.65,3.35,0.2
2021-11-01,9.42,4.13,0.06
2021-11-02,7.55,2.92,0.21
2021-11-03,4.67,1.52,0.01
2021-11-04,4.37,2.76,0.1
2021-11-05,5.55,3.78,0.0
2021-11-06,7.45,4.21,0.1
2021-11-07,9.0,4.23,0.02
2021-11-08,12.24,3.94,0.0
2021-11-09,12.14,3.87,0.0
2021-11-10,13.03,3.92,0.01
2021-11-11,12.58,1.13,13.14
2021-11-12,9.2,3.81,0.57
2021-11-13,3.66,4.08,0.01
2021-11-14,5.38,3.36,0.0
2021-11-15,5.5,3.53,0.0
2021-11-16,12.07,1.74,0.06
2021-11-17,15.08,2.15,0.1
2021-11-18,7.95,1.66,11.44
2021-11-19,1.9,3.89,0.0
2021-11-20,5.62,3.17,0.02
2021-11-21,9.01,1.73,11.95
2021-11-22,3.39,3.37,0.09
2021-11-23,1.0,3.38,0.01
2021-11-24,5.06,3.27,0.0
2021-11-25,5.89,0.83,9.81
2021-11-26,0.14,3.64,0.1
2021-11-27,4.06,3.4,0.01
2021-11-28,4.11,2.68,0.0
2021-11-29,1.62,3.36,0.0
2021-11-30,7.61,3.28,0.06
2021-12-01,9.69,2.01,0.44
2021-12-02,11.65,3.27,0.24
2021-12-03,12.84,3.13,0.02
2021-12-04,12.84,0.92,0.83
2021-12-05,15.26,1.86,4.75
2021-12-06,8.18,1.53,21.49
2021-12-07,1.17,2.54,0.02
2021-12-08,3.86,3.3,0.12
2021-12-09,7.38,2.51,0.35
2021-12-10,15.37,0.71,6.89
2021-12-11,11.9,0.7,25.65
2021-12-12,2.58,3.43,0.02
2021-12-13,4.79,3.39,0.07
2021-12-14,7.98,3.16,0.01
2021-12-15,11.37,3.01,0.19
2021-12-16,13.72,2.03,13.76
2021-12-17,14.0,0.87,13.84
2021-12-18,12.5,1.17,6.68
2021-12-19,2.84,1.84,1.85
2021-12-20,2.53,2.6,0.01
2021-12-21,4.67,1.74,0.0
2021-12-22,1.3,3.35,0.0
2021-12-23,4.32,3.29,0.0
2021-12-24,11.06,1.41,0.0
2021-12-25,16.78,1.34,0.07
2021-12-26,15.27,1.62,0.03
2021-12-27,16.94,0.5,0.47
2021-12-28,17.66,1.11,4.26
2021-12-29,16.69,0.6,27.39
2021-12-30,11.97,1.28,0.52
2021-12-31,16.32,1.21,3.16
2022-01-01,20.05,1.5,36.31
2022-01-02,6.03,0.54,11.45
2022-01-03,-1.94,1.73,1.4
2022-01-04,0.23,3.4,0.69
2022-01-05,4.79,2.59,0.31
2022-01-06,-3.36,0.45,3.81
2022-01-07,-6.54,2.91,0.7
2022-01-08,0.87,2.7,0.1
2022-01-09,5.01,0.46,38.75
2022-01-10,-1.96,3.63,0.0
2022-01-11,-0.58,3.55,0.0
2022-01-12,2.96,3.28,0.0
2022-01-13,4.51,2.03,0.02
2022-01-14,3.35,3.31,0.48
2022-01-15,3.34,1.14,3.58
2022-01-16,-0.46,0.58,30.48
2022-01-17,-3.31,0.84,2.14
2022-01-18,-1.84,3.49,3.31
2022-01-19,3.89,1.55,31.33
2022-01-20,-4.51,1.35,1.23
2022-01-21,-7.97,2.57,0.02
2022-01-22,-6.19,4.01,0.01
2022-01-23,-2.09,3.8,0.07
2022-01-24,1.86,3.6,0.0
2022-01-25,-0.65,3.66,0.0
2022-01-26,-3.92,4.04,0.0
2022-01-27,1.23,3.66,0.0
2022-01-28,-0.62,2.23,0.11
2022-01-29,-4.71,4.21,0.03
2022-01-30,0.51,3.91,0.0
2022-01-31,2.58,2.9,0.0
2022-02-01,5.66,4.14,0.01
2022-02-02,8.24,0.79,20.83
2022-02-03,5.86,0.46,34.87
2022-02-04,-2.58,1.1,1.5
2022-02-05,-3.95,4.63,0.01
2022-02-06,0.95,4.38,0.0
2022-02-07,0.86,4.32,0.0
2022-02-08,2.75,4.24,0.0
2022-02-09,5.91,4.41,0.0
2022-02-10,6.81,4.39,0.0
2022-02-11,10.1,4.37,0.0
2022-02-12,1.98,2.17,0.01
2022-02-13,-2.63,4.9,0.0
2022-02-14,0.41,4.73,0.0
2022-02-15,6.65,4.47,0.0
2022-02-16,11.34,3.74,1.0
2022-02-17,13.25,0.75,39.66
2022-02-18,-0.76,4.43,0.45
2022-02-19,0.27,5.13,0.0
2022-02-20,5.0,5.13,0.21
2022-02-21,10.32,2.11,10.16
2022-02-22,15.2,1.06,53.07
2022-02-23,4.62,1.51,16.17
2022-02-24,6.5,0.87,47.85
2022-02-25,1.53,1.42,2.93
2022-02-26,0.86,1.24,2.13
2022-02-27,4.42,1.99,4.5
2022-02-28,5.25,5.6,0.0
2022-03-01,8.39,5.3,0.0
2022-03-02,12.31,5.51,0.02
2022-03-03,12.74,5.5,0.0
2022-03-04,13.65,5.25,0.0
2022-03-05,16.03,3.5,0.01
2022-03-06,18.55,4.06,0.94
2022-03-07,12.17,1.0,19.02
2022-03-08,5.09,3.51,11.19
2022-03-09,5.91,3.49,2.21
2022-03-10,7.49,5.93,0.0
2022-03-11,7.08,4.95,3.46
2022-03-12,-4.17,5.4,1.74
2022-03-13,1.35,6.0,0.0
2022-03-14,7.78,6.07,0.15
2022-03-15,10.57,2.74,2.12
2022-03-16,11.77,2.25,9.4
2022-03-17,14.11,4.98,0.45
2022-03-18,14.35,2.65,7.99
2022-03-19,7.97,2.04,0.07
2022-03-20,9.11,6.58,0.05
2022-03-21,12.05,6.18,0.71
2022-03-22,15.9,3.5,12.24
2022-03-23,12.93,4.03,13.38
2022-03-24,8.41,6.1,0.05
2022-03-25,6.98,3.05,0.01
